id,label,popularity,followers,type,main_continent,mean_danceability,mean_energy,mean_loudness,mean_speechiness,mean_acousticness,mean_instrumentalness,mean_liveness,mean_valence,mean_tempo
2Mt2vBBEckrvXtg0JldwZ0,Un Poco de Ruido,78.0,178147.0,Artist,South America,0.6878,0.578,-8.9038,0.059539999999999996,0.2244,9.419999999999999e-05,0.28997999999999996,0.9043999999999999,101.6784
5Qv1EsPany9Fc3yyCJnoxw,Uriel Lozano,71.0,195821.0,Artist,South America,0.68525,0.60725,-8.84975,0.05835,0.16949999999999998,0.00011774999999999999,0.34712499999999996,0.8897499999999999,104.06725
6HTUcOExehqydqa7C3usAa,Abel Pintos,70.0,3505565.0,Artist,South America,0.731,0.855,-5.115,0.0516,0.0943,0.0,0.688,0.966,148.052
60XHOAhvEBiV6BGBOv8ClM,La Joaqui,73.0,1989837.0,Artist,South America,0.801,0.677,-4.804,0.0522,0.0604,0.0,0.0717,0.52,100.017
19HM5j0ULGSmEoRcrSe5x3,Milo j,83.0,5336010.0,Artist,South America,0.7373333333333334,0.6473333333333333,-6.121666666666666,0.09003333333333334,0.2213333333333333,6.666666666666666e-07,0.18933333333333335,0.7236666666666668,119.97966666666667
2UZIAOlrnyZmyzt1nuXr9y,Nicki Nicole,80.0,7869075.0,Artist,South America,0.6165,0.798,-2.8114999999999997,0.035449999999999995,0.1537,1.5e-06,0.10755,0.8354999999999999,129.46699999999998
3vQ0GE3mI0dAaxIMYe5g7z,Paulo Londra,79.0,24350891.0,Artist,South America,0.632,0.942,-2.665,0.0492,0.192,0.0,0.151,0.944,157.023
2Jb9jVnCpWkXtoGznFJ6bF,ECKO,66.0,1332757.0,Artist,South America,0.724,0.742,-5.551,0.0593,0.208,0.0,0.283,0.785,90.038
6QVEWdYtBkaJcboEtH5FeB,Los Turros,59.0,173241.0,Artist,South America,0.724,0.742,-5.551,0.0593,0.208,0.0,0.283,0.785,90.038
2eXWodjj5K1vVq2CSjl036,DobleP,68.0,219203.0,Artist,South America,0.718,0.6673333333333332,-6.2203333333333335,0.11653333333333334,0.17366666666666666,0.0,0.3559999999999999,0.795,120.053
