artists,followers,genres,name,popularity,country
1r4hJ1h58CWwUQe3MxPuau,35181234,"latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",Maluma,88,Peru
1r4hJ1h58CWwUQe3MxPuau,35181234,"latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",Maluma,88,Peru
6XkjpgcEsYab502Vr1bBeW,5368511,musica chihuahuense,Grupo Frontera,87,Ecuador
1dKdetem2xEmjgvyymzytS,13839167,"banda, musica mexicana, norteno, sierreno",Grupo Firme,82,Paraguay
2OhUNb01gLwygOizYvTm0e,681652,trap argentino,Big One,75,Paraguay
5Y3MV9DZ0d87NnVm56qSY1,5468992,"trap argentino, trap latino, urbano latino",Tiago PZK,80,Paraguay
60XHOAhvEBiV6BGBOv8ClM,1989837,"argentine hip hop, rap latina",La Joaqui,73,Bolivia
0EmeFodog0BfCgMzAIvKQp,35631318,"colombian pop, dance pop, latin pop, pop",Shakira,88,Uruguay
4q3ewBCX7sLwd24euuV69X,87431757,"reggaeton, trap latino, urbano latino",Bad Bunny,96,Peru
2LRoIwlKmHjgvigdNGBHNo,14984288,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino",Feid,92,Venezuela
2LRoIwlKmHjgvigdNGBHNo,14984288,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino",Feid,92,Venezuela
0ZCO8oVkMj897cKgFH7fRW,7886635,"gruperas inmortales, musica mexicana, nu-cumbia, ranchera, tropical",Los Ángeles Azules,79,Chile
1DxLCyH42yaHKGK3cl5bvG,7258191,"pop argentino, urbano latino",Maria Becerra,82,Uruguay
2OhUNb01gLwygOizYvTm0e,681652,trap argentino,Big One,75,Bolivia
0dUyjgCyjfj5eMx6bX2TWf,1619157,"trap argentino, trap triste",FMK,69,Paraguay
06Q5VlSAku57lFzyME3HrM,4052740,cumbia pop,Ke Personajes,78,Paraguay
2x7PC78TmgqpEIjaGAZ0Oz,8106559,"argentine hip hop, bases de freestyle, trap argentino, trap latino, urbano latino",Trueno,79,Peru
2jSGzJw0ebJLu7OLVSOcBP,5273213,"reggaeton, trap latino, urbano latino",Plan B,81,Venezuela
7j6DKwmjbxvpQO8h914uEz,3291559,"reggaeton, trap colombiano, trap latino, urbano latino",Ryan Castro,82,Uruguay
12GqGscKJx3aE4t07u7eVZ,17699141,"corridos tumbados, sad sierreno",Peso Pluma,93,Venezuela
18dspUI6gqabm5XCC2RcUD,152808,reggaeton colombiano,SOG,71,Peru
19HM5j0ULGSmEoRcrSe5x3,5336010,"trap argentino, trap latino, urbano latino",Milo j,83,Peru
5szJHKg5xeUlQ9pTqzdpic,95265,trap argentino,Taiu,71,Peru
4RWJOoYwgF978LOn8Fainp,331415,cantautora argentina,Yami Safdie,71,Venezuela
3SCOuAxngTC1yGjKMcIPEd,883128,pop venezolano,Lasso,72,Venezuela
7iK8PXO48WeuP03g8YR51W,17456320,"reggaeton, trap latino, urbano latino",Myke Towers,90,Peru
790FomKkXshlbRYZFtlgla,52495430,"reggaeton, reggaeton colombiano, urbano latino",KAROL G,91,Venezuela
12GqGscKJx3aE4t07u7eVZ,17699141,"corridos tumbados, sad sierreno",Peso Pluma,93,Peru
790FomKkXshlbRYZFtlgla,52495430,"reggaeton, reggaeton colombiano, urbano latino",KAROL G,91,Uruguay
1DxLCyH42yaHKGK3cl5bvG,7258191,"pop argentino, urbano latino",Maria Becerra,82,Bolivia
0OTHm6AFLxgeTm0gHNOuWi,117954,,De Parranda,63,Bolivia
5JMJt80HJWR1e4hMw63Z5t,61952,pop boliviano,Luis Vega,53,Bolivia
7CvTknweLr9feJtRGrpDBy,1184551,reggaeton chileno,FloyyMenor,84,Peru
6XkjpgcEsYab502Vr1bBeW,5368511,musica chihuahuense,Grupo Frontera,87,Ecuador
2LRoIwlKmHjgvigdNGBHNo,14984288,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino",Feid,92,Uruguay
3qsKSpcV3ncke3hw52JSMB,3593900,"trap latino, urbano latino",Young Miko,80,Venezuela
790FomKkXshlbRYZFtlgla,52495430,"reggaeton, reggaeton colombiano, urbano latino",KAROL G,91,Uruguay
0tmwSHipWxN12fsoLcFU3B,14313708,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",Manuel Turizo,84,Venezuela
1Yj5Xey7kTwvZla8sqdsdE,4438239,"mambo chileno, trap latino, urbano chileno, urbano latino",Cris Mj,87,Peru
5JMJt80HJWR1e4hMw63Z5t,61952,pop boliviano,Luis Vega,53,Bolivia
0wdQR6Qd64uSVhNJy7M2F0,7158,pop boliviano,JAVVI ELIAS,38,Bolivia
6aoGgTKGqtsjj48ymcNs4Z,1089238,funk consciente,MC Tuto,83,Brazil
6XX6KGpomRDPmGGm7bofCK,271313,,DJ Glenner,78,Brazil
3p7PcrEHaaKLJnPUGOtRlT,24383531,"agronejo, arrocha, musica tocantinense, sertanejo, sertanejo universitario",Henrique & Juliano,87,Brazil
6vTqEFbTtTRJsuIpzZgjxi,4058611,"pagode, pagode novo",Grupo Menos É Mais,81,Brazil
7MiDcPa6UiV3In7lIM71IN,21983968,"agronejo, arrocha, sertanejo, sertanejo universitario",Gusttavo Lima,82,Brazil
5Dz2FizMLqV0Cr3c8uhEcF,1168945,funk paulista,MC Cebezinho,76,Brazil
1b8S7EPzdckRyIh0uSbOMI,266980,,DJ Oreia,75,Brazil
6aoGgTKGqtsjj48ymcNs4Z,1089238,funk consciente,MC Tuto,83,Brazil
64DTkZLH6KkkMwZEEZ5VWC,918294,,Love Funk,75,Brazil
5InVWl8IZB8zFAoNa5roKm,1187271,funk paulista,Mc Kako,76,Brazil
59jlthNnbmim5l9tmNA7se,13987684,"sertanejo, sertanejo pop, sertanejo universitario",Maiara & Maraisa,80,Brazil
1DuBkL1pAgaZQHXKPiVr08,89784,,Léo Foguete,74,Brazil
5wbf52LA6kcaboHSN6NEF1,2750376,"funk carioca, funk rj",PEDRO SAMPAIO,75,Brazil
0nFdWpwl7h6fp3ADRyG14L,421839,pop lgbtq+ brasileira,Marina Sena,71,Brazil
3hq7WoPJsrRP0KMSLhUgRz,1773114,"arrocha, sertanejo, sertanejo universitario",Murilo Huff,80,Brazil
2CKOmarVWvWqkNWUatHCex,7758402,"agronejo, sertanejo, sertanejo pop, sertanejo universitario",Ana Castela,81,Brazil
0xj9MJx9r0wO2o4aqdergP,194342,"deboxe, funk mtg, rave funk",DJ TOPO,73,Brazil
7me0S5Z40qVWj3gzyK8aC3,7408336,"funk carioca, funk paulista, funk rj",Mc Livinho,74,Brazil
70jpkgy5oGT4YjaGFpCpk7,289136,,MC LUUKY,80,Brazil
7wLAecYIgstxcjqe6JwT3w,3354,,DJ JB Mix,68,Brazil
1HY2Jd0NmPuamShAr6KMms,33083714,"art pop, dance pop, pop",Lady Gaga,92,Peru
0du5cEVh5yTK9QJze8zA0C,63153139,"dance pop, pop",Bruno Mars,96,Peru
5s27i7oqhNWIcE4HeoVdq0,1474923,"funk consciente, funk paulista",MC GP,78,Brazil
2f8xoxornfSw6ePzgyM9NO,64273,,MC Jvila,72,Brazil
70jpkgy5oGT4YjaGFpCpk7,289136,,MC LUUKY,80,Brazil
6XFc29m1ptfUNmaa1UTuBT,1320780,funk paulista,MC Joãozinho VT,78,Brazil
6aoGgTKGqtsjj48ymcNs4Z,1089238,funk consciente,MC Tuto,83,Brazil
3UfwtvPZZea2HHwI23VtKP,51555,,MC Vine7,71,Brazil
75i9GaW2MJUgt4BkdUnuUY,6361665,funk paulista,MC Ryan SP,85,Brazil
2VTYSgPG0HoSZ4YMx7EeFj,879,,Mc Duzinho SP,64,Brazil
70jpkgy5oGT4YjaGFpCpk7,289136,,MC LUUKY,80,Brazil
6zGPa2tLMJ5HQYUddZI8di,103512,"funk ostentacao, trap funk",Caio Passos,67,Brazil
04QHNiih9ZesPvals6II1h,1779839,"funk consciente, funk paulista",MC Marks,77,Brazil
75i9GaW2MJUgt4BkdUnuUY,6361665,funk paulista,MC Ryan SP,85,Brazil
2f8xoxornfSw6ePzgyM9NO,64273,,MC Jvila,72,Brazil
7IOSPo9oGCLWtDEZtmxgTi,71017,,MC Bruno MS,69,Brazil
2FDaBZt51fOXh2rbHL8Afr,652358,"funk mtg, funk paulista",Mc Magal,70,Brazil
48yaM25WLHmQZXx5NN3DYH,11352,,Aaron Modesto,67,Brazil
1elUiq4X7pxej6FRlrEzjM,20871614,"agronejo, arrocha, sertanejo, sertanejo universitario",Jorge & Mateus,83,Brazil
3p7PcrEHaaKLJnPUGOtRlT,24383531,"agronejo, arrocha, musica tocantinense, sertanejo, sertanejo universitario",Henrique & Juliano,87,Brazil
0JRPF8WIKUtSO2IUYfrcuh,27546,sertanejo pop,Kaique e Felipe,68,Brazil
5kVgcCdPbeUwxBqWxi2Ktl,2685125,"agronejo, sertanejo universitario",Luan Pereira,80,Brazil
70jpkgy5oGT4YjaGFpCpk7,289136,,MC LUUKY,80,Brazil
6sW5k31iA8sTy0i2goUKF9,347970,funk consciente,Oldilla,71,Brazil
1DuBkL1pAgaZQHXKPiVr08,89784,,Léo Foguete,74,Brazil
6aoGgTKGqtsjj48ymcNs4Z,1089238,funk consciente,MC Tuto,83,Brazil
6sW5k31iA8sTy0i2goUKF9,347970,funk consciente,Oldilla,71,Brazil
6XFc29m1ptfUNmaa1UTuBT,1320780,funk paulista,MC Joãozinho VT,78,Brazil
6aoGgTKGqtsjj48ymcNs4Z,1089238,funk consciente,MC Tuto,83,Brazil
6VOn8xBJH73S7DN8VBAoaN,15752,,Deejhay RB,65,Brazil
2Z0lRIqr997lIUiPtrpKCr,11525306,"agronejo, arrocha, pop nacional, sertanejo, sertanejo universitario",Matheus & Kauan,80,Brazil
1LIuN7ov1IBQDdLsU83ojl,2348590,"agronejo, arrocha, sertanejo, sertanejo pop, sertanejo universitario",Hugo & Guilherme,80,Brazil
59jlthNnbmim5l9tmNA7se,13987684,"sertanejo, sertanejo pop, sertanejo universitario",Maiara & Maraisa,80,Brazil
41QLxRXlc2NwfJZkHGHKid,2786418,"agronejo, arrocha, sertanejo, sertanejo pop, sertanejo universitario",Israel & Rodolffo,73,Brazil
1mV9h1AwhRXSjBFcYpajgY,1015799,funk paulista,Mc Lele JP,71,Brazil
04QHNiih9ZesPvals6II1h,1779839,"funk consciente, funk paulista",MC Marks,77,Brazil
6VyttZwyEMGBl90oGdKCB8,493689,funk paulista,MC Leozinho ZS,67,Brazil
6XFc29m1ptfUNmaa1UTuBT,1320780,funk paulista,MC Joãozinho VT,78,Brazil
6wduHvHCH5QZtWs6ULilDM,818499,forro,Henry Freitas,73,Brazil
