artists,followers,genres,name,popularity,country
5Vo1hnCRmCM6M4thZCInCj,6829510,"anime, anime rock, j-pop",OFFICIAL HIGE DANDISM,73,Japan
6rs1KAoQnFalSqSU4LTh8g,5054054,"j-pop, j-rock",back number,78,Japan
3qQKrWwcqJlE4OS4e1ox7x,106661,,Kocchi no Kento,65,Japan
71UIOLnsacxQHlU55TvfiH,608213,"j-pop, j-pop boy group",Da-iCE,66,Japan
71hQB5jxdNiHk5gzZRhicQ,211519,"anime rock, j-pop, japanese singer-songwriter",Sonoko Inoue,59,Japan
63ylN6WBUUxxMsySiDmr0B,197209,"city pop, japanese soul",Omoinotake,61,Japan
2IUl3m1H1EQ7QfNbNWvgru,2831140,"j-pop, japanese soul",Vaundy,74,Japan
6wxfx1yhyqjCPYwwxJktR2,3669795,j-pop,King Gnu,72,Japan
0ixzjrK1wkN2zWBXt3VW3W,2800325,"j-pop, japanese singer-songwriter, japanese teen pop",Yuuri,71,Japan
1Y5vJqABeI6QI6R95EDV6o,295018,,tuki.,65,Japan
4XFkDALFTsSHVnRtJSsaMN,257339,,Number_i,71,Japan
4SpbR6yFEvexJuaBpgAU5p,6151860,k-pop girl group,LE SSERAFIM,80,Taiwan
6sX1XKgDIiAcVZof0SgWUe,384717,anime rock,Koresawa,63,Japan
64tJ2EAv1R6UaZqc4iOCyj,8544383,"j-pop, japanese teen pop",YOASOBI,77,Japan
5vV3bFXnN6D6N3Nj4xRvaV,8617728,k-pop,Jin,86,Vietnam
36cgvBn0aadzOijnjjwqMN,1818848,5th gen k-pop,ILLIT,77,Taiwan
0LOK81e9H5lr61HlGGHqwA,1850647,k-pop girl group,XG,74,Japan
4UK2Lzi6fBfUi9rpDt6cik,2834639,j-pop,ヨルシカ,73,Japan
7AUc6z9aVJftqLkiWdQ1ew,32163,,GEMN,59,Japan
3KJigfhLjMfuE2HXsgXbln,15874,,中島健人,60,Japan
7mvhRvEAHiCTQHUnH7fgnv,513222,japanese electropop,Tatsuya Kitani,69,Japan
1snhtMLeb2DYoMOcVbb8iB,6389500,"anime, j-pop",Kenshi Yonezu,75,Japan
38WbKH6oKAZskBhqDFA8Uj,1967667,j-pop,ZUTOMAYO,69,Japan
6HaGTQPmzraVmaVxvz6EUc,16574156,k-pop,Jung Kook,87,Vietnam
3MdXrJWsbVzdn6fe5JYkSQ,1836549,trap queen,Latto,80,Vietnam
72owWXEwmyfKq3ajrajPAN,71701,"japanese alternative rock, japanese singer-songwriter",Mega Shinnosuke,56,Japan
6mEQK9m2krja6X1cfsAjfl,5246357,japanese teen pop,Ado,76,Japan
3JsHnjpbhX4SnySpvpa9DK,19186193,"j-division, korean ost",V,84,Vietnam
5ByAEWetNZ95GufzBSOkc3,43283,,fallen777angel,61,Kazakhstan
5TZ0uM0InXX4LtI8hTsXlv,1257090,"kazakh viral pop, kyrgyz hip hop",Bakr,58,Kazakhstan
0E56Ncr2I37JQhW71UJALE,351338,"russian gangster rap, russian hip hop",KRBK,62,Kazakhstan
6e7rMLAtwn5YRapc2iHAlG,48816,kazakh pop,Duman,43,Kazakhstan
3JLa8aXwsmX727vtb4bPUi,165169,kazakh viral pop,Asik,50,Kazakhstan
1e9PC6DAoGYlg0r6Q1VWcI,53750,kazakh pop,IL'HAN,49,Kazakhstan
2RntBZZLAjvQxQhOKHHhX9,180547,"central asian hip hop, kazakh hip hop, kazakh indie, kazakh pop",Darkhan Juzz,45,Kazakhstan
7Ln80lUS6He07XvHI8qqHH,27616268,"garage rock, modern rock, permanent wave, rock, sheffield indie",Arctic Monkeys,88,Saudi Arabia
09cKncAQn28NqTUORLMwSR,205442,gym phonk,Ariis,75,Saudi Arabia
1nQdZyarkEApwhC24Ftdpk,320243,"central asian hip hop, kyrgyz hip hop, russian gangster rap",Ulukmanapo,56,Kazakhstan
47UTUDCdtoo8P4YQAq9uFr,610930,"kazakh hip hop, kazakh viral pop",Sadraddin,53,Kazakhstan
7aNi4lXLvcdKjZGIVbzdmu,4451,kazakh viral pop,Қанат Ерлан,38,Kazakhstan
4CMquFsyU5t2qKaveFHv3B,136972,kazakh pop,Kazybek Kuraiysh,48,Kazakhstan
0Qy71aidwpN3kMH1fG8cJt,72135,kazakh viral pop,akimmmich,47,Kazakhstan
5Srmck3vhC1RB1hAhqUk3W,12508,kazakh viral pop,Turar,37,Kazakhstan
6Z6djJ1zi15vWmODy2Qt08,160456,kazakh viral pop,Nuricko,49,Kazakhstan
6XlJ3b8DflSGBQmAOd38aj,51119,"kazakh hip hop, kazakh pop",Bonapart,47,Kazakhstan
3wQNcarvRuzhz2Fg1pVDxZ,35626,,DJ ANXVAR,68,Kazakhstan
1nzIoHG5B7klgAPdwjqRDj,6728,funk capixaba,MC LONE,68,Kazakhstan
7ANOnrs1reQqbI9CGpQCQy,63357,"central asian hip hop, kazakh hip hop",BALLER,43,Kazakhstan
6cT1f8NElnobV4XpJc6lWQ,310,,Patron Hanzo,37,Kazakhstan
77SW9BnxLY8rJ0RciFqkHh,18693277,"modern alternative rock, modern rock, pop",The Neighbourhood,86,Saudi Arabia
5xtbUYHaOycg6HIi10EZdV,219141,russian hip hop,FRIENDLY THUG 52 NGG,64,Kazakhstan
1Xyo4u8uXC1ZmMpatF05PJ,95411178,"canadian contemporary r&b, canadian pop, pop",The Weeknd,96,Singapore
250b0Wlc5Vk0CoUsaCY84M,7937621,k-pop,JENNIE,82,Vietnam
1pBLC0qVRTB5zVMuteQ9jJ,239761,pop,Lily-Rose Depp,77,Singapore
1bYE7N4miu1B9YOETbsxc4,164347,"kazakh indie, kazakh pop",Moldanazar,43,Kazakhstan
5u6VEc0OwUChkBhYfAcSWS,178139,"kazakh hip hop, russian hip hop",LUCAVEROS,48,Kazakhstan
4GQp7nMuGPcy2EgiWV2GoK,24598,"kazakh viral pop, q-pop",6ELLUCCI,40,Kazakhstan
57vWImR43h4CaDao012Ofp,5370806,afrofuturism,Steve Lacy,83,Kazakhstan
5HK6QtizXJzCmoYTkvFRik,143398,chill drill,Ndotz,73,Saudi Arabia
