artists,followers,genres,name,popularity
6UgERnTHmjk3qXM9x5vzyO,1158932,indonesian r&b,Nadhif Basalamah,65
4sEWznAKWWNcicTuLxzb6d,1806211,"indonesian pop, indonesian pop rock",Nidji,70
1ZT1OfVAO3kpOEHVejBxV8,462777,indonesian pop,Meiska,65
2iDVt6mFbtbDEZG5ax0dTi,16689030,"indonesian jazz, indonesian pop, indonesian singer-songwriter",Tulus,76
5vTG3EyFrsARtIGDWZNRzu,450444,indonesian folk,Hal,66
4bAgr9zaF0bpzVGHdHuf0f,11274769,"indonesian pop, malaysian pop",Virgoun,70
611ajYp7fMbkU5CYF08tje,422285,indonesian pop,Audy,63
6O74knDqdv3XaWtkII7Xjp,3255972,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary",Boyz II Men,71
2dyCbip3jAVmQNAs7Sg8Y9,165216,indonesian pop,Vionita,61
4AhHkaGz7W2bKKJK90IaV2,304740,indonesian folk,Batas Senja,64
3DHOtJqv0Bw65ENlK4FiSF,1869534,"indonesian pop, indonesian pop rock",Yovie & Nuno,71
4IWBUUAFIplrNtaOHcJPRM,19045023,"pop, talent show, uk pop",James Arthur,82
1zNqDE7qDGCsyzJwohVaoX,12136847,pop,Anne-Marie,79
0kPb52ySN2k9P6wEZPTUzm,8155278,indonesian pop,Tiara Andini,74
6RoZip1Hn7ahR6MjzBKKLK,842039,indonesian pop,Mawar de Jongh,63
5L1lO4eRHmJ7a0Q6csE5cT,9667808,k-pop,LISA,83
7Ln5yumFjHCkeZ8bAzHUcp,373497,indonesian pop,Yovie Widianto,68
4ubEZ6sMsrrbQChueyouCC,2221496,indonesian pop,Hivi!,72
39B7ChWwrWDs7zXlsu3MoP,227648,"house, pop dance, uk dance",Sonny Fodera,71
7zAAwgV5Wqmvpb4GzvlRkP,83310,"pop dance, uk dance",Jazzy,71
0Cs47vvRsPgEfliBU9KDiB,94287,"electro house, house, pop dance, uk dance",D.O.D,71
4qU7IJSReZnsLy5907Mtau,238837,modern folk rock,Richy Mitch & The Coal Miners,74
5Ea0d3mUECVaMf8h2DTehE,73517,,Static,55
1Wq2STGiL7ZaIHAm5jMakc,88460,israeli pop,ששון איפרם שאולוב,57
2LUB7PhWK2j2obgSTeD3GN,342038,israeli mediterranean,Osher Cohen,61
7lwdlhwSxbB36wqnOwo5Kd,50145,israeli hip hop,סטילה,56
2ygecp3YQJwBHL7LNzDgwe,38498,,Ness,55
1IAEef07H0fd9aA8aUHUlL,1211248,"israeli mediterranean, israeli pop, mizrahi",Omer Adam,68
1wak0ZG1LUrZPYx8RDTQoD,522399,israeli pop,Noa Kirel,55
28jEBK1RysfSUBHFofFflA,232849,israeli pop,אודיה,61
3cDi1D2FHMVgljfdB1QVgr,123181,israeli pop,Jasmin Moallem,55
7o5IkQicos4SrXeny1LOZr,11601,israeli pop,שירז אברהם,48
2YHuWGXNWLmpBTKo1rQ3me,75837,israeli hip hop,E-Z,50
0pv7p5CElqhjhzyPD4eXpe,51550,israeli hip hop,ליעד מאיר,47
24HI9hevLjIQtj7xp2CeHs,296793,israeli mediterranean,Peer Tasi,59
36TG4OFhKuCHnTFCa6BEh7,16007,,מ',49
0WfHRTAUTncteWfXm917EG,6076,,ילד.,43
6VdxGMRiiFQhI8F0FkuQZg,503642,"israeli mediterranean, mizrahi",Itay Levi,56
01r7peBt7lJhz42nE04rpM,26523,"israeli hip hop, israeli trap",ShrekDiMC,50
artists,followers,genres,name,popularity
6uQl3gu1AIXyvqCAxnc2q4,733928,israeli mediterranean,Eden Hason,59
7MKSeamhiRpa0xiS4FHGSC,19745,israeli trap,Kfir Tsafrir,42
3umXlcgiDTcCRkvPVobeJc,203719,"israeli hip hop, israeli pop",Hatikva 6,48
17pbOSPIn3lmY0vHhOlKGL,376725,"israeli hip hop, israeli pop",Tuna,56
1CD5WWtF6AFUq6BTY20I4k,91535,israeli rock,Full Trunk,49
6ltKIf1bortd0DQbpgKdQu,41107,israeli hip hop,Jimbo J,46
78u2puZeKJRYIfNHkx2Jdh,174310,"israeli hip hop, jewish hip hop",Hadag Nahash,46
0T0COcAFHD9oZ704HbZr2A,36966,"classic israeli pop, israeli pop",Shai Tsabari,40
2JQK9mzxqKz16lSgICHDTx,338588,"israeli hip hop, israeli trap",Ravid Plotnik,57
72UMGUwvrkXSesefytfLWy,56643,classic israeli pop,Danny Robas,40
2PEMswqQspTSsAltdeF5kO,791907,"drill italiana, italian hip hop",Simba La Rue,76
2iRUfXetAwNoxIN42BQ5hq,21297,,FT Kings,71
0hk4xVujcyOr6USD95wcWb,273554,"italian hip hop, trap italiana",Sick Luke,66
25u1DN0MwQVSav4XoJS7hl,109024,"italian pop, pop virale italiano, rap genovese",Olly,74
1A6HBLulvBFzNtlMb7b08f,476948,italian pop,Angelina Mango,67
4rj3KWaLAnuxgtMMkypZhf,11492,italian pop,JVLI,73
7GacyaFUp0qkEJglERX9N7,810166,pop virale italiano,Alfa,68
396Jr76018oUMR6QBnqT8T,1226474,"italian adult pop, italian pop",Cesare Cremonini,69
0lI3rF4hi4op6UxqlLHPzv,981631,"italian adult pop, italian hip hop, italian pop",Achille Lauro,66
3yGA8yyowtKVXgNIXguMfz,388149,"italian hip hop, rap napoletano",Lele Blade,67
27LlKWxS3KXW7RRAxN5S8s,2700357,"italian hip hop, italian pop, rap napoletano, trap italiana",Geolier,80
58bdmuoVnCLzq3gqATaLLB,872,,Dele,63
2jnjbAYKylrmBMCFZE0OCK,16116,,Poison Beatz,67
7K80yOTC0Id95gRaOxDG5u,1176462,"italian hip hop, italian pop",ANNA,76
4w9mPW732RnZkoqsy3lRsg,321460,italian hip hop,Niky Savage,67
0jdNdfi4vAuVi7a6cPDFBM,2349958,"italian hip hop, italian pop, rap genovese, trap italiana",Lazza,78
0EUR8jz8L936AEbV2Spkca,451663,italian hip hop,Kid Yugi,77
7cdIY4mDfM1dbjgl7s2fGR,84852,canzone napoletana,Sal Da Vinci,61
6RdcIWVKYYzNzjQRd3oyHS,1985327,"bergamo indie, italian indie pop, italian pop, milan indie",Pinguini Tattici Nucleari,72
76UCIJTB0jcJvBaL0CdIqx,522139,"italian adult pop, italian hip hop, italian pop",Takagi & Ketra,68
3wDn3kW2zDRLnaQAnX0S3x,40549,"italian hip hop, rap napoletano",Dat Boi Dee,67
2pzFTbri7ew8mW2CbYpCNq,66378,italian hip hop,Astro,67
35V1WomiedCJeGfupcPm7s,523258,"italian adult pop, italian pop",Tananai,69
2K5nCggbhSZ00YCYP5qkZS,2370208,"italian hip hop, italian pop, trap italiana",Shiva,76
3egWSWp7Y4FyCKIyvXbw7L,3216049,"italian hip hop, italian pop, milan indie",Ghali,71
7GgpsUpkj3olseoaTY7TEY,898318,"italian adult pop, italian pop",Elodie,66
11TplWqOPQBTmg2eiSLt1m,2138541,"italian adult pop, italian pop",Tiziano Ferro,66
1rWg0CyGoCsRYYtpj5NC5P,15996,hyperpop italiano,Sillyelly,57
5Otk4eRecMMbC5YR4Iliou,32048,,Le-one,60
0ozb4x3nqp8fRb2WRgNKEn,6149,,Christian Liguori,58
55hqNIuyJgDQhJrW5NSfVk,598,,Babywyne,53
1AgAVqo74e2q4FVvg0xpT7,1862207,"indie liguria, italian hip hop, italian pop, rap genovese, trap italiana",Tedua,75
0EqkKYDK9EkKY5N7zU3FPv,1691800,"italian adult pop, italian pop",Annalisa,68
6CKch2otN4SPznHf9ms5JF,876639,"italian hip hop, italian pop, trap italiana",Tony Effe,72
3AVx3OBPIk4pJQllAXoVs1,261532,"italian adult pop, italian pop",Gaia,59
5f7VJjfbwm532GiveGC0ZK,19042460,"atl hip hop, atl trap, rap, trap",Lil Baby,87
2E6AK3UPEGCvjnzuygCh2h,260121,"italian hip hop, rap siciliano, trap italiana",Night Skinny,74
6PsQc21YZU7WNfiODG69Qk,319520,"emo rap italiano, italian hip hop",Tony Boy,76
5SulO4l40qDuV9zUGLZx7n,3920633,"italian hip hop, italian pop, trap italiana",Capo Plaza,76
3LvwPiJQJ0da0GurKMToV0,2070421,trap italiana,Baby Gang,75
artists,followers,genres,name,popularity
1UjxAZqzphB1tsMb1aWBj0,246546,rap dominicano,Omega,65
1eBPcZCSWh1EAv0aOXusye,8478,,Higashi,65
2aiM1OfMODFLUXaQgEVPK1,10094,cubaton,Roberto Ferrante,63
2R4kNOwHUUsuDYhKsESVbF,506513,italian hip hop,Artie 5ive,73
6frLp49xcNeQN6QYYrbSw7,33217,,Glocky,64
3hN3iJMbbBmqBSAMx5veDa,3653883,"italian adult pop, italian pop",Ultimo,71
3XTUciJcdix4GkO9YoBdtP,159535,"italian pop, pop virale italiano",Holden,56
2IUzp4XydH7CtjqGwW2XiU,26003,,mew,52
23TFHmajVfBtlRx5MXqgoz,6633217,"italian hip hop, italian pop, trap italiana, trap latino",Sfera Ebbasta,78
06nvjg4wBANK6DCHjqtPNd,1502425,"italian adult pop, italian pop",Mahmood,65
0gzwXezN4IUHAwLufA6YcX,1004617,"italian adult pop, italian pop",Emma,65
5FEh6KHK99CyLXp3qFvZFM,213355,"italian hip hop, r&b italiano, rap napoletano",CoCo,62
2GyLz0gcl3zDPPql47YWEy,3498,,Geeno,51
3AJSAtfY4qkm7DfGdCK9ne,8,,D-Ross,0
4MR6tQyIrWK82b56cYPBDv,222142,"classic italian pop, italian adult pop",Ornella Vanoni,60
7CRwZOgk6IQ8Y6ABhwrpDN,1125,,Jack Sani,58
08ppjXEpROUgrG1X0DEquB,133315,"italian hip hop, trap italiana",Nerissima Serpe,69
0vAALEhfbmllIOX1t7k5KU,151779,italian hip hop,Papa V,69
4QvgGvpgzgyUOo8Yp8LDm9,4570396,"anime rock, j-pop, j-rock",Mrs. GREEN APPLE,81
2VcWFvgGxVdma52qB5DSDw,126046,,AKASAKI,66
0pWR7TsFhvSCnbmHDjWgrE,1496122,j-pop,Creepy Nuts,77
0IwZVmMMGE7nNXS7vN9SIo,907467,k-pop girl group,MISAMO,69
6YVMFz59CuY7ngCxTxjpxE,7132555,k-pop girl group,aespa,83
5Vo1hnCRmCM6M4thZCInCj,6814287,"anime, anime rock, j-pop",OFFICIAL HIGE DANDISM,73
6rs1KAoQnFalSqSU4LTh8g,5032923,"j-pop, j-rock",back number,77
3qQKrWwcqJlE4OS4e1ox7x,101875,,Kocchi no Kento,65
71UIOLnsacxQHlU55TvfiH,602612,"j-pop, j-pop boy group",Da-iCE,66
71hQB5jxdNiHk5gzZRhicQ,211475,"anime rock, j-pop, japanese singer-songwriter",Sonoko Inoue,59
63ylN6WBUUxxMsySiDmr0B,195322,"city pop, japanese soul",Omoinotake,61
2IUl3m1H1EQ7QfNbNWvgru,2816799,"j-pop, japanese soul",Vaundy,74
6wxfx1yhyqjCPYwwxJktR2,3660933,j-pop,King Gnu,72
0ixzjrK1wkN2zWBXt3VW3W,2790552,"j-pop, japanese singer-songwriter, japanese teen pop",Yuuri,71
1Y5vJqABeI6QI6R95EDV6o,289436,,tuki.,65
4XFkDALFTsSHVnRtJSsaMN,256027,,Number_i,71
4SpbR6yFEvexJuaBpgAU5p,6114936,k-pop girl group,LE SSERAFIM,81
6sX1XKgDIiAcVZof0SgWUe,380409,anime rock,Koresawa,63
64tJ2EAv1R6UaZqc4iOCyj,8521272,"j-pop, japanese teen pop",YOASOBI,77
36cgvBn0aadzOijnjjwqMN,1773132,5th gen k-pop,ILLIT,77
0LOK81e9H5lr61HlGGHqwA,1836786,k-pop girl group,XG,74
4UK2Lzi6fBfUi9rpDt6cik,2824467,j-pop,ヨルシカ,73
7AUc6z9aVJftqLkiWdQ1ew,31166,,GEMN,59
3KJigfhLjMfuE2HXsgXbln,14966,,中島健人,60
7mvhRvEAHiCTQHUnH7fgnv,508409,japanese electropop,Tatsuya Kitani,69
1snhtMLeb2DYoMOcVbb8iB,6371399,"anime, j-pop",Kenshi Yonezu,75
38WbKH6oKAZskBhqDFA8Uj,1962283,j-pop,ZUTOMAYO,69
72owWXEwmyfKq3ajrajPAN,71330,"japanese alternative rock, japanese singer-songwriter",Mega Shinnosuke,57
6mEQK9m2krja6X1cfsAjfl,5218364,japanese teen pop,Ado,76
5TZ0uM0InXX4LtI8hTsXlv,1247266,"kazakh viral pop, kyrgyz hip hop",Bakr,58
6e7rMLAtwn5YRapc2iHAlG,47981,kazakh pop,Duman,43
3JLa8aXwsmX727vtb4bPUi,162580,kazakh viral pop,Asik,50
artists,followers,genres,name,popularity
1e9PC6DAoGYlg0r6Q1VWcI,51867,kazakh pop,IL'HAN,48
2RntBZZLAjvQxQhOKHHhX9,179128,"central asian hip hop, kazakh hip hop, kazakh indie, kazakh pop",Darkhan Juzz,45
7Ln80lUS6He07XvHI8qqHH,27495276,"garage rock, modern rock, permanent wave, rock, sheffield indie",Arctic Monkeys,88
09cKncAQn28NqTUORLMwSR,192918,gym phonk,Ariis,75
1nQdZyarkEApwhC24Ftdpk,318052,"central asian hip hop, kyrgyz hip hop, russian gangster rap",Ulukmanapo,56
47UTUDCdtoo8P4YQAq9uFr,604271,"kazakh hip hop, kazakh viral pop",Sadraddin,53
7aNi4lXLvcdKjZGIVbzdmu,4226,kazakh viral pop,Қанат Ерлан,38
4CMquFsyU5t2qKaveFHv3B,134925,kazakh pop,Kazybek Kuraiysh,48
0Qy71aidwpN3kMH1fG8cJt,69934,kazakh viral pop,akimmmich,46
5Srmck3vhC1RB1hAhqUk3W,12235,kazakh viral pop,Turar,36
6Z6djJ1zi15vWmODy2Qt08,158685,kazakh viral pop,Nuricko,48
6XlJ3b8DflSGBQmAOd38aj,50616,"kazakh hip hop, kazakh pop",Bonapart,47
3wQNcarvRuzhz2Fg1pVDxZ,32460,,DJ ANXVAR,67
1nzIoHG5B7klgAPdwjqRDj,6326,funk capixaba,MC LONE,68
7ANOnrs1reQqbI9CGpQCQy,62604,"central asian hip hop, kazakh hip hop",BALLER,43
6cT1f8NElnobV4XpJc6lWQ,300,,Patron Hanzo,37
250b0Wlc5Vk0CoUsaCY84M,7870271,k-pop,JENNIE,82
1pBLC0qVRTB5zVMuteQ9jJ,231811,pop,Lily-Rose Depp,77
1bYE7N4miu1B9YOETbsxc4,162936,"kazakh indie, kazakh pop",Moldanazar,43
5u6VEc0OwUChkBhYfAcSWS,176985,"kazakh hip hop, russian hip hop",LUCAVEROS,47
4GQp7nMuGPcy2EgiWV2GoK,23913,"kazakh viral pop, q-pop",6ELLUCCI,40
57vWImR43h4CaDao012Ofp,5340335,afrofuturism,Steve Lacy,83
1x6BAYMOuypMaYEDC7cqU7,54420,"kazakh indie, q-pop",ARO,39
4ePAwakFZQ4jXFvuZQAQLC,44620,,Gianluca Gallo,38
6jAmGa0ssb0T7yCsDCvMvk,3796,latvian hip hop,Fiņķis,37
7shMk1uQMXeODDEGmbC8IL,3721,latvian pop,Patrisha,34
7Buj3BepqTe1ACFEa8x93l,3579,latvian hip hop,Deniss,36
5IxWv5qXFhkzRt91O4i6gU,6524,latvian hip hop,Sudrabu Sirds,45
3X4o7qy1ci4qtCVg2AtuXb,31906,latvian hip hop,Singapūras Satīns,44
7u9HzYQPhBC92mdvpzGqu8,9517,latvian hip hop,Wiesulis,47
6eG66XVFe7u2IX3NOmEX9R,858,,sangvn,45
4qvH4YJ2ESxPSJ2sLMHxM5,18363,latvian hip hop,OLAS,40
2cPtOqq7n3pjJF1XGiKM4I,580,,Esmeralda,33
3SxmEaVKj3dXh5HsMzOQ8g,222,,heywhosthatkid,33
2kCcBybjl3SAtIcwdWpUe3,13468095,"cloud rap, emo rap, lgbtq+ hip hop",Lil Peep,86
15UsOTVnJzReFVN1VCnxy4,47661711,"emo rap, miami hip hop, rap",XXXTENTACION,89
5p9HO3XC5P3BLxJs5Mtrhm,1629327,"pov: indie, psychedelic pop",Djo,76
4Oa84NTjAiJwpRMRMnMqlY,1630,latvian pop,A-Europa,27
7i2U71XuLFajkGpxuJWFDG,3120,,Adomas Vyšniauskas,43
0CinAWYkte8opxVAPI3nMu,89857,lithuanian pop,Jessica Shy,53
3jfKIjYYnAfdUW40Uragnd,26799,"lithuanian hip hop, lithuanian pop",Free Finga,48
17IHT4KW6k85SHKiSAssQt,4843,lithuanian pop,Rokas,35
2YLwIrzSnsbpBMKWzwu6JD,25567,"lithuanian indie, lithuanian pop",Monika LIU,41
6fuceMe1tElXcrzMaSjdcy,51387,lithuanian pop,GJan,44
45gxkYJJ7Od6URk57yexCs,12948,lithuanian pop,Rokas Yan,45
7o4wZjVHHWe4gw4oenPmcK,14246,lithuanian pop,Evgenya Redko,42
53xjuOkCa7byXggNs2VZOw,23961,lithuanian trap,Furytto,47
1vbYzdfRH2UJ72vbFKGZlm,211,,Milana,31
6jx9UX4W6wVbifcN8U246U,44009,"lithuanian edm, lithuanian pop",Jovani,50
1S8GUDg4ojjbFAS2QAb6m2,438,,Ledi Ais,31
artists,followers,genres,name,popularity
7AczdBjiNUjo4pxVVucvw1,32959,lithuanian pop,Vaidas Baumila,41
7HOmuShc6sajk74rYV7zR2,9565,"classic house, hip house",The Adventures Of Stevie V,65
314gEtVHpWMBWfExBpeBwz,1515,lithuanian pop,Norbertas,36
0Y2zzjMum7MSOCvI0GNbv5,67953,"lithuanian hip hop, lithuanian trap",OG Version,50
56OLtN2Eqc3fMT40ehCj5d,51911,lithuanian pop,Justinas Jarutis,43
3r5dCyf2TGWQreILEV6hCk,12797,,BIANCO VELEZ,46
4I3K5jXaeMhm3n5x8hsPWH,12484,,DIMA & LALO,46
5YGY8feqx7naU7z4HrwZM6,25096140,pop,Miley Cyrus,84
3uSnvyMAFJTm7XkZJFo0xP,367301,malaysian pop,Insomniacks,60
1SIocsqdEefUTE6XKGUiVS,2985691,5th gen k-pop,BABYMONSTER,79
4fVYwG8RsbJsREFFniszhf,128976,malaysian indie,Noh Salleh,55
0zo8fkOQyrawuBfIhy99jb,208830,malaysian pop,Hyper Act,54
3c0gDdb9lhnHGFtP4prQpn,753154,5th gen k-pop,KATSEYE,75
7hr9W3IjXcm3UlLY7guLk5,661737,singer-songwriter pop,Henry Moodie,68
6FTLayBxjkQeanFdUusk1I,1414946,indonesian pop,Fabio Asher,69
70NcAr4ZtA3FAqU16iQZSb,713604,nyc pop,Dhruv,70
2uYWxilOVlUdk4oV9DvwqK,9345252,"brooklyn indie, pov: indie",Mitski,84
7tYKF4w9nC0nq9CsPZTHyP,24515944,"pop, r&b, rap",SZA,91
30b9WulBM8sFuBo17nNq9c,2960426,"k-pop, k-rap",G-DRAGON,69
4TEK9tIkcoxib4GxT3O4ky,1540537,"5th gen k-pop, k-pop girl group",KISS OF LIFE,76
5fS7aONqrIhiw6YzgKVOsd,5790766,indonesian pop,Judika,68
0NlNru2YcUz6RbnpYGQz26,299703,corrido,Clave Especial,75
4yjm4SvYqC5FFuLbB6TyHr,1458434,"reggaeton mexicano, urbano latino",Bellakath,74
6BV37tKh6pY97mnNdTCzly,1124057,"reggaeton mexicano, urbano mexicano",El Malilla,75
3S9Hg7sRKhmtWunFZ2yAYP,823387,reggaeton mexicano,El Bogueto,76
6swtbYCVvjJIjCb5MWaIT2,3347,,Andres Castillo,67
4HUY0hELnxz4RC6VvJzRyc,13583,reggaeton mexicano,La Dinastia,67
74mXQ4kCTwvcY9FtSrNm9c,374,,Riky Produce,66
7yCGrS6Xh3UngvY6Ad5sMJ,2151682,"corrido, corridos tumbados, musica mexicana, norteno, sad sierreno",LEGADO 7,70
163DQlpiiNqxgn2m4WsD3e,33543,,Kane Rodriguez,66
0T8Ix53aIN4F7aEKj4EnKy,1003114,corrido,Jasiel Nuñez,79
5bSfBBCxY8QAk4Pifveisz,7622884,"banda, musica mexicana, norteno",La Arrolladora Banda El Limón De Rene Camacho,82
4BFLElxtBEdsdwGA1kHTsx,3048644,"arabic hip hop, rap maroc",ElGrandeToto,72
7DBIKXxSh2BMPqSN7UB4rS,502069,"arabic hip hop, rap maroc, trap maroc",Madd,60
5yviYTy79A8vuWF8iR6nPS,26828,,SKY,51
471CLfthkGwHrnegKOcTbx,47439,,Lazaro,52
0eLoiWLwWeaHGNkYke5G1k,22588,rap maroc,Xcep,41
4PgPJfNYhFaHAV5C5dFhYS,457050,rap maroc,Smallx,48
7vg7wkmGzMEM7p2ZkMPHJS,269468,rap maroc,Figoshin,53
5Et8bRmkENeaA7SPwj1OxL,197793,"rap maroc, trap maroc",Shobee,46
7LC7LQ1f1CzaRLobFcblZN,935158,rap maroc,Snor,50
0rqQfmTWtmxzlrNmnruQXS,80980,rap francais nouvelle vague,Khali,54
5CtPAGoxpJ4yLJLx6CSrO8,198495,"cloud rap francais, french hip hop, pop urbaine, rap conscient, rap francais",Zamdane,60
76wDwepIombkHCdm0kas1h,102305,"moroccan pop, rap belge",Tawsen,55
2XgBaGUId4RuYzvXYEKikZ,151386,"moroccan pop, rap maroc",Ayoub Anbaoui,51
2g8Pu5gVtDpkYGsP3RLepJ,1071775,rap maroc,Draganov,58
2QtIVRuCdO2a4RWyoF4ayb,337686,rai,Bilel Tacchini,55
5k63RPpkbbyVuufLXS2GTe,112255,drill espanol,Delarue,54
3kd62SrugthLOzen7XmzG6,60514,moroccan pop,Douaa Lahyaoui,50
1H0D7p5aN8tGG8DPLt0Nbv,789336,"arabic hip hop, moroccan pop, rap maroc",Lbenj,52
artists,followers,genres,name,popularity
3IRAzpoLeNDGv7kqwNK3bp,611904,"moroccan pop, rap maroc",7-Toun,54
0bmKQDkU4J3gUykZS8tb6v,1108411,"arabic hip hop, north moroccan rap, rap maroc",LFERDA,58
25eYSizNX4BK5ZtqAq8pE8,357106,"arab pop, moroccan pop",Nouamane Belaiachi,47
6g4L5CJkiMINgAzUQsb7fr,70602,trap maroc,Hassa1,49
3Fi4gBbVvIHrqEG9TGwRTC,17656,,Flack,44
6L7RfKlbIHQPxKbLizN9ts,28252,,Ali S,47
4vyibjuGePnrB7BzbHkA6u,513502,rap maroc,L'morphine,57
1wAtSe79kItIb9nf5EhI2Q,1233843,"french hip hop, pop urbaine, rap francais",Niro,65
5Do9u0GoN4gFn6Nk8NGDhh,920418,rap maroc,Stormy,60
7douYKOyzk9ZRvGFu9UOnm,373497,rap maroc,Mons,49
7wGBPJk6sHwRCozFfhU09F,40428,kermis,Yves Berendse,63
3898xesz6JuQkpz7Kiu4uM,213337,"channel pop, dutch pop",Emma Heesters,60
010ZclHHy7BrTO5AQ0xGgn,22002,"dutch drill, dutch hip hop",Hekje31,58
6uQiTAaIF0UBTED52UMcZp,21705,"dutch drill, dutch hip hop",JayKoppig,58
5aR7M98Z0H5SzbGOIfkIQt,21833,"dutch hip hop, dutch rap pop",Dior,59
0XlmgJDA7Zqoyyreep2YpT,2637,,J.FIZ,57
2vzRN2N10AtxEHaxSIN1NR,1815,,Ksix,57
79TBgzOALTo3GOcKl1Rn8k,10053,kermis,Robert van Hemert,55
6YznhKZUZFVr418x7OUi3z,203843,lustrum,Roxy Dekker,64
2ylIKKdMukkuprCgY4ZDFE,122129,dutch hip hop,Donnie,60
5kukvi4C18gvtXbDS1eKjQ,91340,"kermis, nederlandse hardstyle",Marco Schuitmaker,58
7DOOGHZ6CXsF8bvNrnDE6W,28629,lustrum,Turfy Gang,57
2rYWceJ64fH5hw2XkXR7ee,22938,lustrum,Russo,56
6m1LYS5NQonxjOcQFPQOb5,588667,"dutch hip hop, dutch rap pop",Frenna,69
7eBiPPZezCgV5rrO5x47qf,9236,,LUNA,54
5GvMLzUp6tMBpaCbr903RN,543599,"dutch hip hop, dutch rap pop",Broederliefde,63
30mNTnmvPn3HwXA5dW1Iza,305636,"dutch indie, dutch pop, dutch rock",Racoon,61
70SvhGqakpocD7GxVYnnBC,29344,"dutch drill, dutch hip hop, dutch rap pop",Mensa,59
0Kwf0zcciIFGLCKiqNcO6Q,34137,"dutch hip hop, dutch rap pop",SRNO,65
0uBVyPbLZRDNEBiA4fZUlp,108723,"dutch indie, dutch pop",Froukje,61
1zT9SWCzN45r7oVhy0VYLK,81096,dutch pop,S10,58
2YkP9pfIZ6hJKeuppuz8qT,139658,dutch rap pop,Yade Lauren,61
6zEaCvF0CqEHs7kFyBkLHi,233492,dutch hip hop,Mula B,61
31RYhg7Auitqp3eg9rTB9i,6547,,Milolaathetlukken,52
5adKMaYrGOMyOfnbiLPuHg,265196,"dutch hip hop, dutch rap pop",Jonna Fraser,64
7bTUZU8QavxiW0GtvEVP0M,48803,"dutch rap pop, r&drill",Kleine John,53
3Ptyea6E1lJgg6W64f0OQa,22510,"dutch hip hop, dutch rap pop",Yxng Le,53
0MSYpagcvnSP2o91Ji2OCw,31291,"dutch hip hop, dutch rap pop",KM,58
5sBoNBXFMzoZjgHLbQueeG,215473,lustrum,Antoon,61
3AlRiyjMywTVNzTcHbf9QT,1099841,"dutch hip hop, dutch rap pop",Lil Kleine,66
5yDkaiPTFbHGWCMXAEBt5Q,283435,dutch hip hop,Kraantje Pappie,61
5qeFPM2PZUCzcpkY4e4RC8,63262,dutch hip hop,ADF Samski,58
3IYUhFvPQItj6xySrBmZkd,7121911,"album rock, classic rock, country rock, mellow gold, rock, southern rock, swamp rock",Creedence Clearwater Revival,82
0L8ExT028jH3ddEcZwqJJ5,21648523,"alternative rock, funk metal, funk rock, permanent wave, rock",Red Hot Chili Peppers,84
7ohlPA8dRBtCf92zaZCaaB,899338,"australian rock, permanent wave",Crowded House,72
39T6qqI0jDtSWWioX8eGJz,2611235,"album rock, classic rock, country rock, folk rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",The Doobie Brothers,70
4YLtscXsxbVgi031ovDDdh,7759123,"contemporary country, outlaw country",Chris Stapleton,83
0UWZUmn7sybxMCqrw9tGa7,4999365,"colombian pop, latin pop, mexican pop, rock en espanol",Juanes,77
1Kj6Km5IuLGKt2cxuhSgLm,25676,,Golfklubb,60
7lKk7yXNockkDjhb1GCeOy,86512,"swedish drill, swedish gangsta rap, swedish hip hop, swedish trap, swedish trap pop",Dizzy,64
artists,followers,genres,name,popularity
23yPgzwt35lJyA3f8ayMfW,717,,Philippe,56
7krakxeyEmge6pzTthKNyg,20197,russelater,Bausa,53
0elSJZFrHnayc7AUCkbWAl,5270,norwegian pop rap,Pasha,45
4OL8M4X2h0li7ThNulTjmx,6735,russelater,Problembarn,50
7GgWpPrcNYH90st7I3nJtv,132260,,Ballinciaga,57
6ca1Pm4bp04bPJF1dfhmqu,33351,barnemusikk,DJ MøMø,48
0TW5M8RYADmgeCP1q523hf,29732,"norwegian hip hop, norwegian pop, norwegian pop rap",Kjartan Lauritzen,47
6Lu4e8FvAWcp1S5BVoDLjJ,9078,norwegian pop rap,Aiba,46
0l2QmwUY1pWAjK8RcoXQ2v,2036,russelater,Sleiken,51
2bLUPXEzgA4BRIZCk2x1Pi,688,"hjemmesnekk, russelater",404,44
2QkG2LM1QO37UTojXXTCvB,1918,russelater,Roc Mul,48
09qHO1fFJ6iIeTuCjO7Bfa,67136,,Roc Boyz,61
5N9d9BMxodykFktDttHERD,11346,norwegian pop rap,Ari Bajgora,52
5tdUPxmXm8l09CGFHOyRSa,6432,norwegian indie,Kaja Gunnufsen,42
7y4tvVGuB9WTDQwTj3ueu7,1140,,Kulturaften,43
7wRXf1DelGyBsmOj5hnOum,1549,russelater,DJ VLADI,45
4JgV7rrIlfSvZYnlAwOblk,1485,russelater,KNEKT,43
3is2frns7nVQwNYdaJ5N2N,4129,,Ane Norum Kvistad,41
3b7i9BNL3DBMl1fXy4kayt,2267,barnemusikk,BlimE!,48
2veUQvo0k7rk3TI5l0EnIi,1501,,Metropolen,38
3scNK8e4mqnP6Rb8a3lwZY,122893,"pakistani hip hop, pakistani pop",Maanu,59
1nCZUpBIcyOxufOx0lPeIW,117455,"pakistani pop, urdu hip hop",Annural Khalid,59
